Customer_ID,Defaulter,Current_Loan_Amount,Term,Credit_Score,Annual_Income,Years_in_current_job,Home_Ownership,Purpose,Monthly_Debt,Years_of_Credit_History,Months_since_last_delinquent,Number_of_Open_Accounts,Number_of_Credit_Problems,Current_Credit_Balance,Maximum_Open_Credit,Bankruptcies,Tax_Liens
137a0896-09bf-4aef-ae06-312e5d9392c7,1,257796,Short Term,370,680561,1,Rent,Debt Consolidation,10095.08,14.5,0,9,0,293835,591690,0,0
708a6d74-ec6f-4d38-bf7d-441d637adcf1,0,224730,Short Term,696,1271252,1,Rent,Other,35701.19,19.5,0,9,0,5320,384846,0,0
bc141c8a-74a0-4e31-8dc8-88cc3e93633e,1,269324,Short Term,387,2810651,1,Home Mortgage,Debt Consolidation,53402.35,28.3,0,9,0,557764,910910,0,0
f318b22d-87df-40ba-aa2c-1eb2d7078e98,0,421432,Short Term,697,812041,10,Home Mortgage,Debt Consolidation,16782.32,38.3,0,14,0,243523,375958,0,0
0d365a60-03dc-4faa-b9be-b6161a2f6cee,0,331628,Short Term,692,972268,10,Home Mortgage,Debt Consolidation,19850.63,25.8,0,17,0,50939,746570,0,0
01a1dd71-23b2-42c2-b63a-b1584b2f0074,0,357742,Long Term,655,1197209,10,Home Mortgage,Debt Consolidation,14266.53,22.5,0,15,0,112803,406912,0,0
22271a00-7491-44bb-9c15-4b23c065e993,0,194348,Short Term,717,1212276,10,Home Mortgage,Home Improvements,7758.65,17,0,14,0,337573,1188066,0,0
796a1a26-509e-41c0-9b03-dcb708e97d14,0,86834,Long Term,715,1312311,10,Rent,Other,25480.71,21.7,0,7,0,342893,423280,0,0
febc6559-ca59-4788-b0fa-36f3e8f3d6e4,0,264242,Long Term,675,1331197,10,Home Mortgage,Debt Consolidation,29951.98,18.9,0,18,0,236930,1459282,0,0
7e287a25-3c86-4abe-a215-f05cd33b7da5,0,65582,Short Term,724,1377994,10,Home Mortgage,Debt Consolidation,24918.5,13.4,0,13,0,465329,1662936,0,0
89997eb3-8a99-42eb-8ea9-bc6c1dbe8b65,0,186340,Short Term,742,1628414,10,Home Mortgage,Debt Consolidation,21440.74,35.4,0,20,0,296343,1147630,0,0
2f624176-a2fe-46be-a198-b8ff2e7d93d1,0,66946,Short Term,707,1676465,10,Home Mortgage,Medical Bills,40654.49,36.7,0,7,0,879301,1133792,0,0
de04bf1a-84e2-4ca3-9a6b-a63e28fb346f,0,150810,Short Term,739,1721438,10,Home Mortgage,Debt Consolidation,22522.03,14.5,0,11,0,118560,589204,0,0
d2348122-9fcc-44fa-9998-7f15eb1b4234,0,335874,Short Term,706,1740438,10,Home Mortgage,Other,34518.63,24.7,0,12,3,88578,400598,0,3
b9044ce4-463f-459c-8356-3d3d8f7e546f,1,765996,Short Term,308,1890120,10,Rent,Business Loan,28036.78,29,0,5,0,121980,190366,0,0
bc2f71c0-e9fa-485e-bfe5-1107c6bdaadd,0,131538,Short Term,747,1912293,10,Home Mortgage,Debt Consolidation,49400.76,26.9,0,24,0,258153,1299672,0,0
5ab15951-6a1b-496c-b010-1f1aa87df29e,0,218768,Short Term,740,1927930,10,Home Mortgage,Debt Consolidation,26508.99,16.5,0,8,0,137807,256542,0,0
7784531a-e766-4f0e-97e6-26014357d5c7,0,469304,Long Term,683,2188876,10,Home Mortgage,Debt Consolidation,44507.12,33.2,0,13,0,370291,437976,0,0
77ce1891-b01e-4260-9f27-83b2f0c1ab18,1,769362,Long Term,346,2233887,10,Home Mortgage,Home Improvements,9847.89,21.9,0,7,0,212914,1018710,0,0
1507cca0-f73f-40c8-8843-f6a666fd12ae,0,518232,Long Term,734,2237820,10,Home Mortgage,Debt Consolidation,27226.81,19.7,0,14,0,362691,864138,0,0
6f2fd1aa-4c1c-4d37-9099-8814005fc3a6,0,215446,Short Term,741,2604938,10,Home Mortgage,Other,20969.73,22.2,0,10,0,290681,523424,0,0
1a87c154-845c-410b-87d3-ae9c769a3ab6,0,436788,Short Term,728,2716031,10,Home Mortgage,Debt Consolidation,29423.59,15,0,12,0,448685,867350,0,0
5c7abe71-a64d-4b9c-8c25-901a32f1c865,1,112024,Short Term,351,3676063,10,Home Mortgage,Home Improvements,33084.51,20.6,0,16,0,390146,573276,0,0
f91197f7-8566-402d-a6d5-8ef3c30fc7b0,0,103048,Short Term,712,667451,2,Own Home,Debt Consolidation,14906.26,20.3,0,17,0,101555,289652,0,0
5271ac63-f401-4cf5-bc26-188e87722a06,0,80014,Short Term,705,825493,2,Rent,Debt Consolidation,17679.5,8.9,0,15,0,21109,489038,0,0
b9e0f9e2-ff7e-4750-885e-e928a33a923e,0,325952,Long Term,714,1276116,10,Rent,Debt Consolidation,25841.14,23.9,0,16,0,256139,646140,0,0
4eec2909-49e6-4787-ac9d-a8133f27f4a8,1,433136,Long Term,368,1309252,3,Home Mortgage,Debt Consolidation,27494.33,28.8,0,16,0,289560,517418,0,0
df217d06-0220-42e7-b939-2dd407371b50,0,445060,Long Term,737,2492230,3,Home Mortgage,Home Improvements,31568.31,18.6,0,12,0,73302,451506,0,0
b75d762e-78df-472b-9485-3a094edae4fb,1,94028,Short Term,314,773300,4,Rent,Debt Consolidation,11277.26,10.3,0,11,0,35967,212432,0,0
fbde16e1-59ca-4ffe-9d71-4f7358b25a63,0,261668,Short Term,712,1277712,4,Home Mortgage,Debt Consolidation,42483.81,21.8,0,16,0,332158,650782,0,0
eed5fc2b-0bc8-43a9-8dd1-189b7a884783,0,599588,Short Term,681,1362718,4,Rent,Debt Consolidation,13399.94,11.4,0,9,1,156085,279356,0,0
c02351cb-9530-4340-b05f-8621040428f9,0,99616,Short Term,741,1926467,4,Home Mortgage,Debt Consolidation,10964.71,22,0,6,0,22515,30316,0,0
f5118161-70a4-4106-9978-47e77708425d,0,426272,Long Term,662,2219523,5,Own Home,Home Improvements,27559.12,15,0,12,0,94487,308220,0,0
414c8951-70c4-410b-aee6-f7c4e20b146c,0,754996,Long Term,686,3725900,5,Home Mortgage,Debt Consolidation,69550.07,27.5,0,22,0,3209062,5926250,0,0
c55ad5d7-3ee1-4ecb-bad9-67f82e5b0fa3,0,26048,Short Term,743,862106,7,Home Mortgage,Debt Consolidation,3096.43,14,0,3,0,55347,474694,0,0
b4b9d7d5-3173-44f3-8449-ffd5d5de0c43,0,394460,Short Term,734,1230193,7,Home Mortgage,Debt Consolidation,20913.11,19,0,13,0,301663,422884,0,0
ad07884c-60ce-4075-9c76-10586038a012,1,677270,Long Term,451,1567481,7,Home Mortgage,Debt Consolidation,38272.65,33.8,0,41,0,601388,3300154,0,0
42b795eb-de87-4382-9fd7-7c10596f3168,1,774554,Long Term,471,3357908,7,Own Home,Debt Consolidation,47570.3,18.8,0,14,0,3258975,13381390,0,0
3ef3ffc7-c1f8-4457-94f6-577cbd526f04,0,242572,Long Term,708,1104641,8,Home Mortgage,Debt Consolidation,33967.82,14,0,10,0,358473,974358,0,0
d0db5341-9713-407b-ab98-b91c37aaf9db,0,431508,Long Term,713,1509303,9,Rent,Debt Consolidation,23268.35,20.2,0,12,0,404244,1200188,0,0
24b8c531-55db-45f6-a9f9-8ee655f021bd,1,534556,Short Term,450,1731204,9,Rent,Debt Consolidation,38519.27,16.7,0,12,0,404149,972884,0,0
eaad58d0-a537-4e06-bbbb-ffaf8def9f54,1,756690,Short Term,314,1960496,9,Home Mortgage,Debt Consolidation,20585.17,32.8,0,6,0,622744,1028632,0,0
3ce674c9-73b0-42c0-8077-cdb84546bcba,1,109318,Short Term,708,2321648,9,Rent,Debt Consolidation,30955.18,9,0,18,1,40622,288618,0,1
e91167b2-6416-44e6-ad0a-cb23eede52dc,1,92180,Short Term,393,227430,1,Own Home,Home Improvements,1402.58,15,1,8,0,54264,359018,0,0
542efcc1-3952-460d-8c3a-08ca901abad7,1,155584,Short Term,365,561849,1,Own Home,Other,2809.34,23.3,1,3,1,39140,156288,0,1
f7e3ce92-9373-4a3d-a8bb-4fcd165e73ba,1,252868,Short Term,401,664677,1,Own Home,Other,4713.71,23.1,1,8,0,99598,779262,0,0
a6b02728-676f-4f60-a115-3a6c1c1e9d2e,0,132220,Short Term,717,791749,1,Home Mortgage,Debt Consolidation,12272.1,19.5,1,14,0,194408,630564,0,0
0e7ffa55-940a-48ee-8aa7-d1e368ebe179,0,65032,Short Term,686,1029534,1,Rent,Other,19046.36,17.1,1,12,0,51490,414062,0,0
a02cab59-2b5c-4c0d-a881-24b3d8c5b0f2,1,441408,Short Term,322,1181762,1,Own Home,Other,17726.62,26.1,1,11,0,459173,1523434,0,0
a0d03826-887e-4002-b369-bb47c8d40705,0,107404,Short Term,708,1191528,1,Rent,Medical Bills,11319.63,10.6,1,7,0,160854,257620,0,0
f8ea3564-e32b-4662-ad4d-465ea1074d9a,1,441936,Short Term,475,1240434,1,Home Mortgage,Home Improvements,24601.96,17.1,1,7,0,86868,106106,0,0
ed05e7aa-31c9-4a1e-97b0-763da6bac29b,0,110418,Short Term,731,1264887,1,Home Mortgage,Debt Consolidation,12965.03,13.5,1,8,0,85500,229724,0,0
a44efab2-f570-4986-bacb-d0439e80d053,1,326150,Short Term,357,1352002,1,Rent,Debt Consolidation,31321.12,5.7,1,6,0,46246,149996,0,0
5430e1be-8842-4a69-9f7d-eaefaeac2f7e,0,134684,Short Term,704,1473317,1,Home Mortgage,Other,2639.67,26,1,17,0,29070,269368,0,0
9617d808-a146-4348-bf01-573de11be3de,1,452166,Long Term,708,1952516,1,Home Mortgage,Debt Consolidation,34656.95,15.7,1,14,0,428925,546964,0,0
1273194f-2d24-40ef-af44-3b076f8b7859,0,620554,Short Term,702,2526563,1,Home Mortgage,Debt Consolidation,34950.69,25.4,1,9,0,577923,960102,0,0
e14e710d-7279-4526-901f-5a34a176b483,0,516824,Long Term,705,2581074,1,Home Mortgage,Debt Consolidation,36565.31,29.3,1,14,0,285798,521136,0,0
ebca07e1-7af0-4530-8e1e-2e5346bf0a5f,1,39138,Short Term,342,938980,1,Home Mortgage,Other,14554.19,30.9,1,9,0,128174,352506,0,0
30c5d833-6502-4384-a0bf-9dbc625d3dc1,1,266134,Long Term,350,1149234,1,Home Mortgage,Debt Consolidation,20494.73,14.1,1,13,0,152931,551606,0,0
76087b4e-e1dc-41c6-9e9d-75f2c36ec423,0,286484,Long Term,708,2493237,1,Rent,Debt Consolidation,9224.88,17.7,1,7,0,307838,578666,0,0
11d45ded-7ec0-4c3d-b4cb-357c315990f7,0,335588,Long Term,703,2704954,1,Home Mortgage,Debt Consolidation,42152.26,29,1,22,0,597873,1373570,0,0
69a7abf5-490a-4595-a0af-905193f98032,0,310684,Short Term,701,4120549,1,Rent,Debt Consolidation,42235.48,14.8,1,17,0,106552,756954,0,0
6d5717c1-3a01-4268-804c-bcc4a30dd846,1,273526,Long Term,439,744040,10,Home Mortgage,Business Loan,3868.97,18.1,1,14,0,64657,193952,0,0
26775fc9-3a0e-4c0b-b28b-f361ba2763f7,1,175076,Short Term,352,756048,10,Home Mortgage,Debt Consolidation,17073.97,28.4,1,15,0,82954,249502,0,0
2ff7e24c-ff22-4fd8-ac41-1c6d52d28d20,0,134486,Short Term,696,809647,10,Own Home,Debt Consolidation,17272.52,21,1,12,0,473271,973368,0,0
b1222531-3dff-45c1-b79c-d943b899c500,0,287848,Short Term,708,834822,10,Rent,Debt Consolidation,16626.9,25.2,1,11,0,272061,448734,0,0
8016df5b-c4b1-4733-9102-291499534876,1,308462,Long Term,450,856292,10,Home Mortgage,Debt Consolidation,19123.69,20.8,1,22,0,263549,978076,0,0
1d4cda32-7985-4d9a-ac09-8aa86738f794,0,449724,Short Term,712,873905,10,Home Mortgage,Debt Consolidation,12962.75,20.3,1,9,0,97736,368632,0,0
00f994b1-a37b-4c23-9bea-1f9659e9ffc0,0,131472,Short Term,733,908352,10,Home Mortgage,Debt Consolidation,15744.73,25.5,1,12,0,119339,1256156,0,0
ecbe4584-1b0a-494f-aa6c-5b552550081e,0,54560,Short Term,718,942305,10,Home Mortgage,Debt Consolidation,21358.85,30.1,1,9,0,47842,213928,0,0
1b082c6f-f293-4643-900f-3bb9907c661f,0,154638,Short Term,692,1025506,10,Rent,moving,26663.27,19.7,1,12,0,173261,326766,0,0
28b4cb08-9ae9-46c4-a979-997b509386b6,0,445456,Long Term,699,1057958,10,Home Mortgage,Debt Consolidation,14458.81,20.3,1,5,0,205181,340868,0,0
bd17e3ca-0a0b-4263-9cd1-139322c34f47,0,373296,Short Term,693,1075704,10,Home Mortgage,Debt Consolidation,25010.08,28.5,1,24,0,729942,2026860,0,0
320caa2d-abf3-4d90-bb39-fe2314e61a80,1,219780,Short Term,303,1100898,10,Home Mortgage,Debt Consolidation,14953.76,16.9,1,8,0,146186,492096,0,0
d88c3f1f-98b6-4085-8041-b2b77e0189d2,1,599566,Short Term,440,1152483,10,Rent,Debt Consolidation,23145.61,28.3,1,12,0,660155,1428746,0,0
4dd9c8d4-23ef-405d-bde6-7dca12ba77b3,0,44572,Short Term,717,1155048,10,Home Mortgage,Medical Bills,18384.59,25.5,1,11,0,76418,309408,0,0
4a3199ea-f31d-47b7-b5f3-159469026514,0,206602,Short Term,717,1208077,10,Rent,Debt Consolidation,6694.84,13.2,1,14,1,94487,341924,0,1
58abe618-19c7-4241-849b-03440e8767cc,1,576246,Long Term,476,1220674,10,Rent,Debt Consolidation,20344.44,30.6,1,8,0,375972,877690,0,0
bf6cd260-e5ad-46aa-b06a-0dc372cea4df,1,218328,Short Term,423,1225614,10,Own Home,Debt Consolidation,18384.21,17,1,9,0,332386,711392,0,0
2c74c4dd-47c0-439c-9d3b-ee4d0c22867f,1,338184,Long Term,477,1232777,10,Home Mortgage,Debt Consolidation,25066.51,23.4,1,18,0,861840,1702932,0,0
3148b06e-767d-4c2c-874f-9bfdfa6ec601,1,516824,Long Term,488,1242543,10,Home Mortgage,Debt Consolidation,20915.96,27.6,1,19,0,700017,2548898,0,0
45890d25-a390-4e23-9efe-f90cf82f5c83,0,400268,Short Term,738,1267547,10,Home Mortgage,Debt Consolidation,25667.67,23.4,1,25,0,333716,3042534,0,0
11b65645-291e-4463-9154-6c0496a481a1,0,440572,Short Term,729,1293672,10,Home Mortgage,Debt Consolidation,10996.25,33.5,1,12,0,119320,182754,0,0
2b63fdbc-712b-4be6-83c5-55ec050bea85,0,304634,Long Term,727,1315503,10,Home Mortgage,Debt Consolidation,16334.3,22.4,1,19,0,374262,1459106,0,0
1733629c-a33d-4c50-ad8e-05d7767920c5,1,646250,Short Term,307,1332261,10,Home Mortgage,Debt Consolidation,23092.41,22.9,1,8,0,925433,5439324,0,0
934e2deb-14c6-4e71-a533-eef4da7ffd5f,0,443828,Short Term,698,1341571,10,Home Mortgage,Debt Consolidation,23030.28,17.1,1,14,0,320397,423984,0,0
1fb85180-1eb1-476a-b539-ffbd4b0e67f2,0,238964,Short Term,725,1364067,10,Rent,Business Loan,12617.71,11.6,1,10,0,227867,1055406,0,0
cd740167-6adb-4955-8536-0510d8e7b5fe,1,519970,Long Term,354,1395854,10,Home Mortgage,Debt Consolidation,16517.65,29.3,1,11,0,475171,1196096,0,0
40c972d5-aef3-410f-a5a9-e73039308059,0,622292,Long Term,621,1414740,10,Home Mortgage,Debt Consolidation,24522.35,16.6,1,25,0,467400,1409386,0,0
1417fb6b-5774-4a72-881d-470f2ce3dd4b,0,195888,Short Term,705,1466135,10,Rent,Debt Consolidation,22602.97,16.8,1,17,0,212496,961114,0,0
44175f3d-5493-41ba-a2cc-e3f161703ba0,0,445016,Long Term,685,1479682,10,Home Mortgage,Debt Consolidation,14426.89,30.3,1,14,0,96178,431640,0,0
ba3629b6-c67e-45a9-80a8-1da425aa38cf,1,311960,Long Term,320,1496744,10,Home Mortgage,Debt Consolidation,21827.58,19.8,1,7,0,78926,411708,0,0
1cb6ad9a-769f-419d-bb78-dcc8de4fa663,1,728794,Long Term,321,1510595,10,Home Mortgage,Debt Consolidation,38646.19,30.9,1,21,0,264708,995126,0,0
bf48106f-4648-4965-96f9-997265877271,1,216150,Long Term,339,1519544,10,Home Mortgage,Debt Consolidation,35708.98,16.5,1,9,0,298281,542212,0,0
e0ae28f7-c51a-424a-b633-ceccbd7b633b,0,330462,Short Term,739,1522128,10,Rent,Debt Consolidation,7154.07,14.5,1,11,0,272422,645062,0,0
